Tag;English_Source
Reign10_Title;No Decrees Remaining
Reign10_Content;All Royal Decrees of this tier have already been enacted. The King's clerks refund your <icon=S3_CrownToken> and bid you good day.
Stickfun_Title;The Wooden Totems
Stickfun_Content;On a solitary afternoon in my study, I found my thoughts drifting to a curious object displayed on the mantle: the wooden figure whittled by a disturbed gentleman. However, as my gaze examined its surface, I noticed a curious indentation that appeared to be a frayed connection. I contacted my cousins to see if any others had acquired a similar object.<br><br>{{0=?|During a congenial supper visit, we discovered that the objects connected in a very specific pattern. With a metallic clicking sound, the pieces suddenly contorted into the broken form of a wooden man. The ligaments twisted wildly, and like a spider, the creature suddenly skittered up the walls, taking a defensive stance along the banister.<br><br>We were impressed, and with only one servant becoming horrible maimed in the process, we captured the beast and contributed it to the war effort.|After consulting briefly with them, I realized that without another figure, I would never discover the secret. However, the figure did burn for an especially long time when I jettisoned it into the fireplace.<br><br>I used this time and warmth to reinvigorate my studies.}}
Stickfun_0_Content;{{0=?|Any player with a <icon=S3_WoodenFigureToken> token returns it to the Scenario box and gains 3 <icon=S3_WeaponToken> tokens.|The player with the <icon=S3_WoodenFigureToken> returns it to the Scenario box and draws one Experiment card from the deck of their choice.}}
CoWEvent_Title;The Cost of War
CoWEvent_Content;Ah, to be born of noble blood is a very troublesome thing. The townsfolk genuflect in my presence, the local military is willing to accept my generous donations, and the crown feels nearer to me than ever, yet still I am wrenched apart from within. Did my loyalties lay with the state or with myself?<br><br>The decision could not rest with me alone, unfortunately. But if my cousins - whom I love so dearly - and I, could combine our interests, the aristocracy would surely take note. Would the region be ruled by a monarchy with a strong, <b>iron fist</b>, crushing opposition and caring little for the welfare of its citizenry? Or would the <b>benevolent</b> rallying of the people serve us best in the end, despite the additional royal scrutiny it would incur?<br><br>Perhaps our early actions had already helped confirm our convictions, either way, the time had come to make a decision. For {{0=townname}}, we knew what was best.
TwoPCoWEvent_Title;The Royal Auditor's Auction
TwoPCoWEvent_Content;The Royal Collector invites both cousins to submit sealed bids for the post of Royal Auditor. A representative of the neutral guild, <b>{{0=_}}</b>, also prepares a bid.
TwoPCoWRes_Title;The Collector's Verdict
TwoPCoWRes_Content;The player who bid the most coins pays them to the supply and <b>gains 4VP.</b><br><br>They then make the following choice. <i>(If there is a tie, no money is paid, the outcome chosen must be <b>benevolence</b>, and no player receives the bonus VP)</i>.<br><br><b>The winner of the bid chooses an option below:</b>
TwoPCoWRes_Content1;What was the highest bid?<br><br><link=0>High Bid is LESS than $8</link><br><br><link=1>High Bid is $8 or MORE</link>
TwoPCoWRes_0_Content;{{0=?|The Royal Collector scoffs at the meager offerings! Both players must pay $4 to the Supply (or all of their money if they have less than $4), and neither gains the post.|The highest bidder pays their bid to the Supply and gains 2 <icon=S3_CrownToken>, 1 Estate Upgrade from the display, and 5VP! The other player keeps their money.}}
CoWEventb_Title;The Royal Auditor's Auction
CoWEventb_Content;The Royal Collector invites all cousins to submit sealed bids of Money in their hands. Reveal all bids simultaneously! (Ties are broken in favor of <b>{{0=_}}</b>, or clockwise from them).
COWRes_Title;The Collector's Verdict
COWRes_Content1;What was the combined total of all players' bids?<br><br><link=0>Total Bids are LESS than $8</link><br><br><link=1>Total Bids are $8 or MORE</link>
COWRes_0_Content;{{0=?|The Royal Collector is insulted by the paltry tribute! All players keep their bids, but every player loses $3 (or all they have) to the Supply and moves 1 space right on the Insanity Track.|All players pay their bids to the Supply. The highest bidder gains 2 <icon=S3_CrownToken>, 1 Estate Upgrade from the display, and 5VP!}}
CommemorativeStatueEvent_Title;A Monument to Victory
CommemorativeStatueEvent_Content;To celebrate the enduring triumph of the Crown, the King announced that a towering bronze Commemorative Statue would be erected in the center of the town square.<br><br>Rather than bearing the likeness of the Monarch himself, the King decreed that the statue would honor whichever local noble family had demonstrated the greatest devotion to the realm - immortalizing their visage for generations to come.
CommemorativeStatueEventb_Title;Commissioning the Statue
CommemorativeStatueEventb_Content;Each player secretly bids any amount of Money in their hand. Reveal both bids simultaneously!
CommemorativeStatueEventb_Content1;Which cousin won the bid to have the Commemorative Statue sculpted in their likeness?{{0=?|<br><br><link=0>{{1=_}}</link>}}{{2=?|<br><br><link=1>{{3=_}}</link>}}{{4=?|<br><br><link=2>{{5=_}}</link>}}{{6=?|<br><br><link=3>{{7=_}}</link>}}{{8=?|<br><br><link=4>{{9=_}}</link>}}
CommemorativeStatueEventRes_Title;Unveiling the Monument
CommemorativeStatueEventRes_Content;The player who won the bid may choose which player the commemorative statue is erected in honor of.
CommemorativeStatueEventRes_0_Content;<b>{{0=_}}</b> pays their bid to the Supply (all other players keep their bids) and immediately gains 5VP!
CommemorativeStatueEventResb_Title;The Town Square Transformed
CommemorativeStatueEventResb_Content;For the remainder of the generation, the base of <b>{{0=_}}</b>'s statue becomes a gathering place for loyalists, petitioners, and royal heralds.
CommemorativeStatueEventResb_0_Content;Place the <b>Commemorative Statue</b> Storybook card over the <b>Farmer's Market</b> location.<br><br>Whenever any player visits this location, they must select their name in the app!
CommemorativeSignIn_Title;At the Foot of the Statue
CommemorativeSignIn_Content1;Which player is visiting the Commemorative Statue?{{0=?|<br><br><link=0>{{1=_}}</link>}}{{2=?|<br><br><link=1>{{3=_}}</link>}}{{4=?|<br><br><link=2>{{5=_}}</link>}}{{6=?|<br><br><link=3>{{7=_}}</link>}}{{8=?|<br><br><link=4>{{9=_}}</link>}}
CommemorativeMAIN_Title;Basking in Bronze Glory
CommemorativeMAIN_Content;Although the craftmanship was amateurish and the marble of lower grade than expected, I was once again stunned into silence as I arrived to marvel at the statue. What it lacked in polish, it excelled in artistic passion!<br><br>The picturesque monument always set my heart beating and drove me to tears. Sobbing into my handkerchief, I could feel the doubts melt away.<br><br>What an inspiration!
CommemorativeMAIN_0_Content;<b>{{0=_}}</b> gains $3, 1 Ingredient of their choice, and 2VP!
CommemorativeOTHER_Title;In Another's Shadow
CommemorativeOTHER_Content;How could they construct such a ghastly structure in the vague form of an unworthy clod? The thought set my features to crease into an ugly sneer {{0=|as I ventured nearer the dismal, gray statue.|as a chill wind swept debris about the cracked foundation.}}<br><br>And yet, set upon by the emotional heft of this abomination, I felt at once reinvigorated. For while love in its most passionate form was known to revive the soul, it is hate which raises the blood to the cheeks and sets the mind to precise action. I spoke a curse so vile I felt the lilacs wilt at the base of the wretched monument and spat upon the ground thrice.<br><br>My cousin may have enjoyed their victory in that moment, but soon I would be the one standing upon the pedestal... the pedestal of science!
CommemorativeOTHER_0_Content;<b>{{0=signincomm}}</b> may search an Experiment deck and draw the card of their choice. <i>Reshuffle the deck afterwards.</i>
Weapons_Title;Royal Arsenal Audit
Weapons_Content;Before the final curtain falls on the generation, Royal Inspectors sweep the estates one last time, rewarding any secretly stockpiled munitions that are voluntarily surrendered to the King's guard.
Weapons_0_Content;Each player gains 2VP for every <icon=S3_WeaponToken> remaining in their possession, then returns them to the Supply.
ShadowBonus_Title;The Order in the Shadows
ShadowBonus_Content;The player(s) closest to the <icon=S3_CrownToken> token will receive a 5VP bonus! If there is a tie, no players receive the bonus.
ShadowBonus_0_Content;{{0=?|The player(s) celebrated by the Order in the Shadows gain <b>8VP</b>!|No player receives the Shadow Order bonus.}}
BenevolenceBonus_Title;{{0=?|Benevolence Bonus|Iron Fist Bonus}}
BenevolenceBonus_Content;The player with the most <b>{{1=?|Benevolent|Iron Fist}}</b> decrees will now receive a bonus. <i>If there is a tie, no players will be rewarded.</i><br><br>{{0=breakdown}}
BenevolenceBonus_0_Content;<b>{{0=mostben}}</b> gains {{1=decbon}}VP!
PeaceIntro_SubTitle;Introduction
PeaceIntro_Title;A New Generation
PeaceIntro_Content;And thus passed an entire generation under the yolk of constant battle and misery. Even after the Separatists claimed victory, skirmishes broke out within the land between the loyalists to the crown and the angry separatists.<br><br>Over the years, the rebel leaders were able to establish a fragile democratic coalition in the region, especially after making the family's town a center for scientific and industrial progress. Through their tireless work, the town's monarchist sympathies faded to a memory as they realized their freedom was tied intimately with the new republic.<br><br>By the time our hero's heir inherited the estate, a vibrant period of ambitious rebuilding returned to the town and surrounding countryside. Yet across the borders, the deposed Monarch's allies gathered their armies to crush the young republic.<br><br>Unfortunately, their heirs had been granted a much larger piece of the estate to manage. In fact, all of it. Every cousin's child was named an equal successor to the same plots of land in a mad scheme written into all of the wills simultaneously. It felt almost as if they were being watched and toyed with by an unseen spectral adversary.
SeparatistBarnCheck_SubTitle;Setup
SeparatistBarnCheck_Title;The Barn
SeparatistBarnCheck_Content;With the war ended, the provisional council returned control of the Barn back to the estate, sending volunteers from the town to help restore its operations.<br><br><i>The people do not forget those who sheltered the cause,</i> the council's letter declared.
SeparatistBarnCheck_0_Content;Flip the <b>Barn</b> Estate Upgrade over to its normal side. It has been restored!
PeaceWar_SubTitle;Setup
PeaceWar_Title;A World at War
PeaceWar_Content;Though the Separatists won their freedom locally, the surrounding kingdoms and empires viewed the fledgling republic as a dangerous contagion. Coalition armies marched toward the borders from every direction.<br><br>The Provisional Council turned to the town's famed scientific family with an urgent mandate: forge the advanced weaponry and medical marvels necessary to defend the republic and conquer the old world order!
PeaceWar_0_Content;Retrieve the <b>World Conquest</b> board and the <b>Advanced Weaponry</b> deck from the Scenario box and place them near the main board.<br><br>Shuffle the Advanced Weaponry cards and deal <b>4 cards face-up</b> in a row beside the World Conquest board.
PeacePrep_SubTitle;Setup
PeacePrep_Title;Stockpiling for the Front
PeacePrep_Content;The council quartermasters immediately begin commissioning munitions from the cousins' laboratories.{{0=?|<br><br>Furthermore, because your family covertly funded the Separatist cause during the dark days of the war, the quartermasters grant your laboratories special requisition privileges!}}
PeacePrep_0_Content;Look at each player's <i>Allegiance Track</i>. Every player receives 1 <icon=S3_WeaponToken> from the Supply for every 3 checkpoints they passed on the Separatist side of the track (Rounded down).<br><br>Then remove the <i>Allegiance Track</i> token and each player's tracking tokens from the game.{{0=?|<br><br>Because the family funded the Separatists, players may substitute 1 <icon=S3_WeaponToken> for any 1 Ingredient when completing Experiments this generation!}}
PeacetoRebuild_SubTitle;Setup
PeacetoRebuild_Title;Scars of the Uprising
PeacetoRebuild_Content;The wounds of the recent civil war were still raw and the process of rebuilding was not an inexpensive proposition. While I pledged to offer assistance in any way that my humble, self-driven, well-educated mind could, I was quite surprised when they actually had the indecency to act upon this proposal.<br><br>The Separatist government enforced {{0=|no new taxes, thankfully, as zero buildings were sabotaged in the previous generation. At least consistent support for my native country had its benefits.|a one-time estate inheritance tax of $1 - due to a single building being destroyed - which would go into effect during my early years. While at least it would not rob me of my most precious resource - time - it would sour my mood upon days of leisure.|a recurring estate tax of $1 - to rebuild several buildings - that would go into effect consistently <i>(at the start of each new round)</i>. While at least it would not rob me of my most precious resource - time - it would sour my mood upon days of leisure.}}
PeaceDiscard_SubTitle;Setup
PeaceDiscard_Title;Supply Lines
PeaceDiscard_Content;To ensure a steady flow of experimental armaments to the front lines, the Council establishes a strict quota of Weapon Tokens to be made available each round.
PeaceDiscard_0_Content;Take <b>{{0=_}}</b> <icon=S3_WeaponToken> per player from the Supply and place them in a pool beside the World Conquest board. Return any remaining <icon=S3_WeaponToken> to the box for now.
PeaceDiscard_1_Content;Turn the Village Chronicles to <b>Page 11</b> for the <b>Early Years</b>.<br><br>Place the Suspicion Marker (Gray Angry Mob token) on the <b>first space of the Suspicion Track</b> (containing the setup icon).
HowtoWar_Title;War on the World Rules
HowtoWar_Content;<b>Advancing the War Effort:</b><br><br>1. During your turn, you may spend <icon=S3_WeaponToken> and/or resources shown on any face-up <b>Advanced Weaponry</b> card to claim it, gaining its immediate reward and placing your marker on the <b>World Conquest</b> track.<br><br>2. At the end of the <b>Early Years</b> and <b>Middle Years</b>, a <b>Battle</b> occurs! Players compare their contributions to the war effort and earn rewards based on their rank.<br><br>3. At the end of the <b>Late Years</b>, the <b>Final Conflict</b> determines the ultimate fate of the Republic!
Peace_Title;The Republic at War
Peace_Allegiance_Title;Separatist Allegiance
Peace_Allegiance_Content;Viva la Revolution! The Republic stands defiant against the crowns of the world.
Peace_WarOnTheWorld_Title;<icon=StorybookToken> War on the World
Peace_WarOnTheWorld_ClickHere; Click here to review the rules for the World Conquest board and Advanced Weaponry deck.
Peace_WarOnTheWorld_Content;Players may claim face-up <b>Advanced Weaponry</b> cards during their turns by spending <icon=S3_WeaponToken> and required resources.
Peace_EverythingIsAWeapon_Title;Special Privilege: Everything is a Weapon
Peace_EverythingIsAWeapon_Content;Because your family funded the Separatists, you may spend 1 <icon=S3_WeaponToken> in place of any 1 Ingredient when completing an Experiment!
Peace_PublicRelations_Title;<icon=StorybookToken> Office of Public Relations
Peace_PublicRelations_Content;When placing a piece at the <b>Office of Public Relations</b>, pay $1 to gain 1 <icon=S3_WeaponToken> and 2VP.
Peace_FinalConflict_Title;<icon=StorybookToken> Final Conflict
Peace_FinalConflict_ClickHere; Click here to review the War on the World rules.
Peace_FinalConflict_Content;This is the final round before the decisive battle for the Republic!{{0=?|<br><br><b>Note:</b> Because the cousins refused to deploy chemical weapons in the Middle Years, the coalition armies have fortified their lines - flip the Final Battle card to its harder side!}}
ATOW_FamineEvent_Title;The Blockade Famine
ATOW_FamineEvent_Content;As winter descended, a naval blockade by the Royalist Coalition cut off all grain and livestock shipments to the Republic. Starvation gripped the town, and desperate citizens gathered outside the Council chambers demanding food.<br><br>In a closed-door session, the Council approached the cousins with a grim proposal: use the estate's biolabs to synthesize an emergency meat substitute from... unconventional organic matter.
TwoPFamineBid_Title;Council Emergency Vote
TwoPFamineBid_Content;The Council calls upon the cousins to vote on the emergency rations proposal using their influence ($). A prominent town alderman, <b>{{0=_}}</b>, also casts a deciding vote.
TwoPFamineBidRes_Title;The Rationing Decision
TwoPFamineBidRes_Content;Both players secretly bid any amount of Money, then reveal simultaneously (ties are broken by <b>{{0=_}}</b>). The highest bidder pays their bid to the Supply and decides the Council's course of action!
TwoPFamineBidRes_Content1;What does the winning bidder decide?<br><br><link=0>Offer a new meat product from the laboratories</link><br><br><link=1>Allow the populace to starve rather than cross that line</link>
TwoPFamineBidRes_Window_Content1;What does the winning bidder decide?<br><br><link=0>Offer a new meat product from the laboratories</link><br><br><link=1>Allow the populace to starve rather than cross that line</link>
ATOW_FamineEventV_Title;Council Emergency Vote
ATOW_FamineEventV_Content;The Council calls upon all cousins to vote on the emergency rations proposal by secretly bidding Money in their hands. Reveal all bids simultaneously! (Ties are broken by <b>{{0=_}}</b>).
ATOW_FamineEventRes_Title;The Rationing Decision
ATOW_FamineEventRes_Content1;The player who bid the most pays their bid to the Supply and makes the choice for the entire town:<br><br><link=0>Offer a new meat product from the laboratories</link><br><br><link=1>Allow the populace to starve rather than cross that line</link>
ATOW_FamineEventYes_Title;A Modest Proposal
ATOW_FamineEventYes_Content;Carefully pass the Storybook to the player who won the bid.<br><br>Please enter the name of the new meat product:
ATOW_FamineEventYes_Window_Content;Crates of canned, heavily spiced meat arrive in the town square bearing the label <b>{{0=_}}</b>. The townsfolk devour the rations gratefully, never suspecting the horrifying truth of its origin.<br><br>Only the cousins know why the graveyard wagons return empty each dawn.
ATOW_FamineEventYes_Placeholder;Name your new meat product...
ATOW_FamineEventYes_0_Content;Every player gains <b>2 <icon=Insanity_Icon></b> and <b>$3</b> from the Council's rationing contract!
ATOW_FamineEventNo_Title;Hunger in the Streets
ATOW_FamineEventNo_Content;The cousins refuse to taint their laboratories with such an unspeakable atrocity. The winter is brutal and unforgiving, and riots break out as the hungry citizens blame the wealthy estates for hoarding supplies.
ATOW_FamineEventNo_0_Content;Move the <icon=AngryMob_Icon> <b>2 spaces left</b> toward the Estate on the Suspicion Track!
PeaceStick_Title;Whispers in the Orchard
PeaceStick_Content;Even amidst the roar of factory furnaces and artillery tests, someone—or something—continues to hang twisted wooden effigies from the trees bordering the estate.
PeaceStick_0_Content;Every player with a <icon=S3_WoodenFigureToken> on their Estate gains 1 <icon=Insanity_Icon> and 1 <icon=S3_WeaponToken>.
PeaceEvent_Title;The Stalemate at the Pass
PeaceEvent_Content;By the middle years of the generation, the war against the Royalist Coalition had ground into a bloody stalemate along the mountain trenches. Thousands of republican soldiers were perishing each month against the entrenched imperial artillery.
PeaceEventb_Title;Project Asphyxia
PeaceEventb_Content;A delegation of desperate generals visited the cousins' laboratories at midnight. They carried blueprints for pressurized dispersal shells capable of blanketing an entire valley in an alchemical nerve vapor.<br><br><i>One barrage would break their lines forever,</i> the General pleaded. <i>The wind blows toward their encampment... though a few border villages lie in the valley below.</i>
PeaceEventc_Title;The Alchemical Choice
PeaceEventc_Content1;The cousins must decide together (or by majority vote, ties broken by the player with the most <icon=S3_WeaponToken>):<br><br><link=0>Join the War Effort and manufacture the gas</link><br><br><link=1>Ignore the Opportunity and refuse to build chemical weapons</link>
PeaceEventGas_Title;The Yellow Mist
PeaceEventGas_Content;Within weeks, green-canistered shells rolled off the estate's assembly lines. When the mist settled over the mountain pass, the coalition army was annihilated without a single shot fired in return.<br><br>The Republic celebrated a miraculous breakthrough, and the Council opened an Office of Public Relations to laud the family's patriotic genius—while quietly censoring all reports from the silent border villages.
PeaceEventGas_0_Content;Every player gains 1 <icon=Creepy_Icon>, 1 <icon=Insanity_Icon>, and 1 Ingredient of their choice.<br><br>Place the <b>Office of Public Relations</b> Storybook card beside the board for the Late Years!
PeaceEventNo_Title;Conscience Over Conquest
PeaceEventNo_Content;The cousins burned the blueprints before the generals' eyes, refusing to unleash such an indiscriminate horror upon the world. The generals stormed out in fury, warning that the final offensive would be twice as costly without the weapon.
PeaceEventNo_0_Content;There is no immediate bonus, and the Final Battle in the Late Years will be significantly more difficult!
BattleTime_Title;Report from the Front
BattleTime_Content;Cannon fire echoes across the horizon as the season's military campaign reaches its climax! Resolve the current <b>Battle</b> on the World Conquest board:<br><br>1. Each player totals their military contribution from claimed Advanced Weaponry cards and spent <icon=S3_WeaponToken>.<br>2. Award VP and rewards according to the current Battle card.<br>3. Replenish the Advanced Weaponry display to 4 face-up cards.
BattleCompleteReturn_Title;The Campaign Continues
BattleCompleteReturn_Content;The dust settles over the battlefield as the regiments regroup and resupply for the next phase of the war.
Peace_NextRoundSetup_Content;Replenish the pool of <icon=S3_WeaponToken> to <b>{{0=_}} per player</b> from the box.{{1=?|<br><br>Turn the Village Chronicles to <b>Page 12</b> for the <b>Middle Years</b>.|<br><br>Turn the Village Chronicles to <b>Page 13</b> for the <b>Late Years</b>.}}{{2=?|<br><br>Because of the severe devastation from the war, every player must pay a <b>$2 reconstruction tax</b>!}}
FinalBattleTime_Title;The Final Conflict
FinalBattleTime_Content;All across the continent, the decisive hour has arrived. Every experimental tank, airship, and alchemical battery forged in your laboratories is deployed to the front lines for the ultimate battle!{{0=?|<br><br>Because the cousins refused to manufacture the nerve gas in the Middle Years, the coalition lines remain heavily fortified.}}
FinalBattleTime_0_Content;Resolve the <b>Final Conflict</b> on the World Conquest board now!{{0=?|<br><br>Remember to add +2 to the enemy defense threshold in every region due to refusing Project Asphyxia.}}
FinalBattleComplete_Title;The Dust of History
FinalBattleComplete_Content;With the final campaign resolved, count any remaining <icon=S3_WeaponToken> in each player's possession—each remaining <icon=S3_WeaponToken> is worth <b>1VP</b> (and counts toward any Vanity Estate Upgrades that score military prestige).
Scoring_Title;Scoring
Scoring_Content;Each Estate Upgrade is worth 1VP.<br />Add any additional points from Vanity Estate Upgrades.<br />Score -3VP for any Maladjustments gained at the End of this Generation.<br />{{0=?|<b>Time Machine:</b><br />If the player with the Time Machine Masterwork has not completed it, they must lose 5VP.<br />|}}<br />THE PLAYER WITH THE MOST POINTS IS THE WINNER OF THE GAME.
ATOW_Scoring_Continue;Click to tabulate scores for posterity...
WinnerHUBproblem_Title;Tie-Breaker
WinnerHUBproblem_Content;Multiple players are tied for the highest score! The tied player who completed their Masterwork wins the game. Which of the tied players completed their Masterwork?
WinnerHUBproblem_Content1;Multiple tied players (or none) completed their Masterwork
WinnerHUB_Title;Victory
WinnerHUB_Content;Congratulations, <b>{{0=WinnerName}}</b>! Your scientific legacy has triumphed over all rivals.
EndAtow1_Title;A Giant Success
EndAtow1_Content;And so it is that this chapter of the story has concluded. It is a story that you no doubt have read about countless times in the newspapers or heard with your family while in the sitting room huddled around your radioscope. The <b>immensity</b> of my family's experiment astounds even myself as I crane my neck to look upon it in all its magnificence.<br /><br />But damn it all, I swear on my name, {{0=winner}} IV, that I will use this bit of fame to fuel my ambitions to the stars. Reaching Utopia is not enough: I must aim higher.<br /><br />{{1=?|Releasing the Time Machine schematics had surprisingly little effect, or possibly it had an infinite number of consequences, which technically amounts to no effect at all. And if it did have an effect, I would certainly have no knowledge of the effect's effect as the timeline would have already twisted my knowledge of it. Suffice to say, with time travel, as with real life, everything and nothing matters.<br /><br />|}}What could be more innovative than a Giant Time Machine or a {{2=giantThing}}, you wonder? Why an even BIGGER version, of course! One of tremendous size!<br /><br />This is not the end: it is only the beginning. My own story still remains to be written, forged into legacy like those before me. I will not stop until the sun is blotted out by the sheer heftiness of my imagination!<br /><br />THE END?
EndAtow2_Title;Behind the Curve
EndAtow2_Content;My close friends and family - many of whom I have permanently severed contact with because of their feelings on the matter - have expressed extreme misgivings about the publication of this book. They claim that my macabre fascination with exposing this to the world is unhealthy!<br /><br />Some have even derisively labeled this work as pseudoscience, homeopathy, or a drug-induced fever dream, but I say to them, "who are you to criticize the moon and the stars for being in the sky?" This work is important! How can they not see it? If anything, these outlandish experiments further prove the relevance of the science that is far better researched, performed, and peer-reviewed after publication in respected journals.<br /><br />For while the world may have sped onward at a pace that our scientific contributions could not match, rendering our innovations lame and timid in comparison, I believe that my family's failure to make an impact on a world of the future is an important lesson. Our contributions must be remembered, not for their value to the progress of mankind, but for laying the foundations of the work that others would ignore because of other more viable innovations which they could hone to perfection.<br /><br />The world may have progressed beyond a need for mad science, but I believe it is this spirit that will define my family's legacy. Even if what they did, does not.<br /><br />THE END?
EndAtow3_Title;A Wrinkle Within Time
EndAtow3_Content;The astute reader may have already surmised that the recollections of three generations was at many points noticeably vivid and detailed. Almost as if the author were not simply transcribing those moments from memory, but witnessing them first-hand. If not, then perhaps I am not as adept at my writing craft as I give myself credit.<br /><br />Does it not seem peculiar that an individual from {{0=townname}}, a small town in Eastern Europe, would become a household name at such a pace? Quite peculiar indeed, isn't it?<br /><br />For you see, it was I, {{1=winner}}, editor, author, and compiler of my family's illustrious personal memoir. This was not a memoir as proposed, but a non-fiction chronicle of events witnessed directly by myself. Being gifted a schematic of a Time Machine certainly has its benefits.<br /><br />I will not attempt to persuade you to the authenticity of my account. With all the wondrous occurrences and graphic failures described within this lengthy tome - that I'm sure my family would never have admitted to of their own volition - I have no doubt that this revelation carries with it more credibility.<br /><br />With the timeline repaired, I feel compelled to offer this history as a testament to the industrious lineage to which I am indebted and to cement their achievements into the firmament of scientific history forever.<br /><br />THE END?
EndAtow4_Title;A Timeline Unbound
EndAtow4_Content;The words scatter and reform as I move my pen about the page. Like rusted leaves turned to beetles, they skitter towards the margins. The ink flows to the nub and surges back inside. The twine that binds the pages, the glue that grips the spine, bound and unbound again, it all flits by reality like a zoopraxiscope, projected images of distorted timelines with minor changes.<br /><br />I cannot know if this memoir is complete. I cannot know if anyone will see these words. The veins on my fingers change color. The {{0=warwinner}} won the war. I cannot tell if I am real or a projection. The twine that binds the pages, the glue that grips the spine... Am I repeating myself?<br /><br />Can you read this?<br /><br />Can you read these words?<br /><br />Is there no response? Who do I presume would respond but myself?<br /><br />Can you read this?<br /><br />I cannot know if anyone will see these words. Like rusted beetles, leaves that skitter margins unbound<br /><br />Can you page the about pen my move I as reform and scatter words the<br /><br />Can you read this?<br /><br />THE END?
EndAtow5_Title;Royal Praise
EndAtow5_Content;After the passing of my beloved parents, who were never able to see what their influence had accomplished, I was able to compile this extended memoir which I have no doubt will be received equitably with my abridgements.<br /><br />The royalty were pleased with the successes brought about in part by my family. They appreciated the tenacity displayed when they {{2=|supported the establishment of an initial barracks and armed stronghold within the region.|supported the building of a barracks for the royal government.|could not in good conscience create a barracks for the wrong side of the conflict.|were against the move to establish a costly barracks in a region when the prevailing opinions were so strong.}}<br /><br />They remained loyal from generation to generation and helped {{3=?|inspire a successful rebellion.|retain power with no compromises.}} And when the situation required persuasive tactics, they {{4=|used destructive tools to orchestrate a sabotage even when it hurt this fair village of {{0=townname}}.|negotiated a peaceful transition without the need to destroy portions of the village.|never faltered. Their outspoken fealty deftly retaining power for all these generations.}} {{5=?|Their suggestions pressed a positive agenda for the people of the realm. While demonstrably out of character, it allowed for an easy return to power.|Their suggestions pressed glory for the crown and crown alone, even when it inconvenienced the people.}} Three generations of service, dedication, and influence.<br /><br />My own continued story? Why, as of yet I haven't felt the same inclination to follow in my dear progenitors' footsteps. My service, as newly appointed royal advisor, {{1=winner}} IV, right-hand to the crown, leaves me dreadfully little time for hobbies. Maybe someday I shall lift a pipette: it is so difficult to know the future.<br /><br />I now have a passion of a different sort and this competitive chapter is complete. And not a moment too soon: it is time for tea.<br /><br />THE END?
EndAtow6_Title;Tipping the Scales
EndAtow6_Content;This is not a story of Icarian fate where rampant ambition overwhelms reason. No, it is a story of wartime oppression and dismissal by inbred monarchs who would blindly penalize neoteric enterprise instead of embracing the glory of modern advanced experimentation.<br /><br />This is a story of three full generations of dedicated service by a proud Hungarian family with a rich history who were then flippantly cast out of their homes to live in exile. And for what? For revealing an uncomfortable truth? For showing that true science has the power to shape worlds and equally crush them within its grasp? My parents <b>could not evade the royal scrutiny</b> and here I exist, expatriated, wrenched from the work bequeathed to me.<br /><br />Oh, how I wish I could view the well-kept estate of my youth with its comforting stone walls and ivy-laden iron gates. To gaze out of the northern veranda to the valley and watch the peasants wade through the smog like toads amongst the slough.<br /><br />But even as I, {{0=winner}}, have tasted the sweetness of victory, I cannot savor it. The war is over. The legacy is severed. Pity me, for I know not what path to trod. I only hope these words spark something within you, dear reader, that you may not share the same fate as I.<br /><br />THE END?
EndAtow7_Title;History of Applied Sciences
EndAtow7_Content;The 11th Edition of this coursebook has been provided by the glorious nation of Hungary, sponsored by the {{0=townname}} region, as a required companion to the Applied Sciences curriculum. It has been recently revised under the guidance of the author, Dr. {{1=winner}}.<br /><br /><i>Instructors:</i> Once reading has been completed, offer appropriate time for discussion. Individually, students should then answer the questions below.<br /><br /><b>REVIEW QUESTIONS</b><br /><br /><b>1.</b> Who is <b>{{1=winner}}</b>?<br /><b>2.</b> In what year was <b>{{2=newmeat}}</b> introduced? How did {{2=newmeat}} affect the great war effort?<br /><b>3.</b> {{1=winner}} was born on the outskirts of {{0=townname}}. What is the name of the famous outpost that supplied the civil war efforts in the 1890's?<br /><b>4.</b> What was the critical importance of the <b>{{3=invention}}</b>? Illustrate.<br /><b>5.</b> What nation is the greatest and <b>only</b> nation in the world?<br /><br />THE END?
EndAtow8_Title;Local Legend
EndAtow8_Content;I submit this post-script as the fourth generation to take on the {{0=winner}} name. The printing costs have already mounted to a sum which I find difficult to manage after the <b>collapse of the war effort</b> and the subsequent reparation policies levied against this country to weaken its ability to muster new troops.<br /><br />With the inability for leaders to <b>make the difficult and needed decisions</b> to press the war effort forward, the conflict was lost even before it began. {{1=|I can only hope those lost in the tragic biochemical release will find some solace in the revelation herein of the true source of the attack.<br /><br />|While practical in theory, I recognize that the processing of enemy soldiers into consumable goods was an unfortunate practice that potentially renders this work unreadable to some.<br /><br />|}}I am aware of what my lineage represents to the international community, and while I wish to distance myself from the whole affair, I also could not in good conscience allow the manuscripts I unearthed be destroyed. With its release, I hope to show - in all its graphic detail - that not all intentions were negative and that the science still holds true even to this day.<br /><br />With righteous conviction and humility in my heart, I am forever your servant. - Dr. {{0=winner}}<br /><br />THE END?
FinalCredits_Title;Credits
FinalCredits_Content;<b>My Father's Work</b><br />Designed by T.C. Petty III<br />Published by Renegade Game Studios<br /><br />Thank you for playing <i>A Time of War</i>!
