Tag;English_Source
TensionIntro_Content;<b>Journal of {{0=randomPlayer}} - <i>April 1892</i></b><br><br>Years have passed and our great experiments have still gone unfinished. Despite our family's greatest efforts, a faction of the townspeople has fallen back into old habits, blaming the local Romani tribe for the ills of the past. This tension threatens to break the fragile peace that holds our society together. We can only hope that the mistakes of the past are not repeated and that we are able to continue our work uninterrupted.
TensionSetting_Title;Two Sides
TensionSetting_Content;{{0=journalHeader}}<br><br>There are two clear sides in {{1=townName}}.<br><br>The Romani people represent the progression and forward-thinking ideals of science and mysticism, seeking to live in harmony with the villagers.<br><br>On the other side is a faction of townsfolk who continue to let their fear of the unknown and things they cannot understand cloud their judgment.<br><br>Who I choose to associate with is very closely watched by both sides, and every move I make could tip the scale in this delicate balance.
WallCheck_Title;Our Donations to Strength
WallCheck_Content;{{0=journalHeader}}<br><br>My ancestor's donations to build up the wall that surrounds {{1=townName}} are fondly remembered by the townsfolk. Some have taken this to be an act of solidarity with the town against all outsiders. This couldn't be further from the truth.<br><br><b>Count the total number of Bricks in all players' supplies:</b>
TenseBricksRes_Title;Minor Reward for Investment
TenseBricksRes_Content;{{0=letterHeader}}<br><br>Thankfully, a few generations back our family had the foresight to invest in the construction of the city walls. Some leftover supplies have been granted to our estates.<br><br><i>Players will be allowed to use these bricks to expand to new plots on their Estates. Each brick is worth $1 for this transaction.</i>
WitchTensionResolution_Title;Reconciliation
Creepy1stPlayerB_Title;In Support of Others
Creepy1stPlayerB_Content;<b>Letter from <i>name illegible</i> - <i>November, 1892. Romania</i></b><br><br>Our branch of the family has made the greatest steps towards achieving the goal of completing our ancestor's Masterwork. Thus, I feel it is our duty to share our findings with the community at large to ensure we are supporting the goodwill of the townspeople. If this sets us back slightly, I know in my heart that we can overcome.
Tension_Title;The Scales of Balance
Tension_Title_Title;{{0=?|The Enemy of My Friend|A Peace Through Generations}}
TenseConfirm_Title;Calm Before the Tempest
TenseConfirm_Content;{{0=letterHeader}}<br><br>The tension in the village is palpable. One cannot even walk through the town center without hearing a harsh word whispered from the alleys. Things have become so dire that the townsfolk have completely stopped harassing us! It seems that a resolution is at hand.
ConsequencesTense_Title;Comeuppance
ThistenseBad_Title;Come to an Agreement
ThistenseBad_Content;<b>Journal of {{0=randomName}} - <i>25 June, 1901</i></b><br><br>It fills me with great shame to admit that I stood by while the Romani camp was forcibly relocated and their trading post burned to the ground. When they looked at us for support, we averted our gaze, complicit in the crime.<br><br>This cowardice had the unintended effect of endearing us to the locals. However, in the silence of the night, I could hear a voice crying out in the wind, cursing our names.
ThisTenseGood_Title;Good Neighbors
ThisTenseGood_Content;<b>Letter from {{0=randomName}} - <i>25 June, 1901</i></b><br><br>When the time came to choose sides, our family stood side by side with the Romani tribe against the fearful and ignorant faction of the town. Seeing that we stood together, the mob dispersed, their hatred dissipating like morning mist.<br><br>In the days that followed, the town came together like never before. The suspicious glances and angry whispers have stopped completely, and the Romani have opened up their hearts and minds to our family.
TenseGoodEvent1_Title;Good Neighbors
TenseGoodEvent1_Content;<b>Letter Continued...</b><br><br>Even though the angry mob has disbanded, our family is still cautious not to raise the ire of the townsfolk.
TenseEventBad2_Title;Ways to Ease the Tension
TenseEventBad2_Content;{{0=letterHeader}}<br><br>Even with the Romani tribe forcibly removed from their camp, it has done little to quell the unrest in the town. If anything, the people are now looking for someone else to blame for their problems.
TenseEventBad2b_Title;Conspiracy to Purloin
TenseEventBad2b_Content;<b>Letter Continued...</b><br><br>With the Romani camp vacated, we learned that they left behind a large cache of goods when they fled. There is talk among the family of appropriating these goods for our own use, even though there are rumors of a dark curse attached to them.<br><br><b>VOTE</b><br>Players will hold a secret vote. Players who wish to steal the supplies will place a Knowledge cube in their hand. Players who wish to leave the supplies alone will leave their hand empty.<br><br>All players will reveal simultaneously.<br><br>If the YAYs (steal the supplies) win:<br><i>All players will gain 2 Resources of their choice, and any player who fails to Deepen their Obsession in the final round will lose {{0=obsVp}}VP. In addition, any player who voted NAY will lose 2 <icon=Insanity_Icon>.</i><br><br>If the NAYs (leave them alone) win:<br><i>The <icon=AngryMob_Icon> Marker will move 1 space to the right for each player, plus 1 additional space. In addition, any player who voted YAY will gain 1 Knowledge cube of their choice.</i><br><br>(Ties are broken by the Starting Player.)
TenseEventBad2Res_Title;Conspiracy to Purloin
TwoPTenseEvent1_Title;BID
TwoPTenseEvent1_Content;With the Romani camp vacated, we learned that they left behind a large cache of goods when they fled. There is talk among the family of appropriating these goods for our own use, even though there are rumors of a dark curse attached to them.<br><br><b>BID</b><br>Players will now bid Money for the right to decide what to do with the supplies.<br><br>The winner of the bid will pay their bid to the supply, gain 4VP, and make the choice:<br><br>Option 1 - Steal the supplies:<br><i>All players will gain 2 Resources of their choice (the winner of the bid gains 1 additional Resource), and any player who fails to Deepen their Obsession in the final round will lose {{0=obsVp}}VP.</i><br><br>Option 2 - Leave the supplies alone:<br><i>The <icon=AngryMob_Icon> Marker will move 3 spaces to the right.</i><br><br>(Ties are broken by the Starting Player.)
TwoPTenseEvent2_Title;The Winner Decides
TenseEventBad2Yes_Title;Goods Procured
TenseEventBad2Yes_Content;Throwing caution and morality to the wind, we descended upon the abandoned camp like vultures and took everything that wasn't nailed down.
TenseEventBad2No_Title;Ethics Prevail
TenseEventBad2No_Content;Deciding that we had already done enough harm to the Romani people, we left their camp untouched. When the townsfolk heard of our restraint, it helped calm their nerves.
TensionBonus_Title;Cabinet of Curiosities
TensionCaravanResolve_Title;Neglected
TensionCaravanResolve_Content;<b>{{0=newspaper}} - <i>18 March, 1922</i></b><br><br>The mysterious caravan which had frequented {{1=townName}} in the past did not return in recent years. Therefore, citizens have decided to gather and trade amongst themselves to clear any surplus goods from their shelves.
PrivatizedIntro_SubTitle;Conducting Business
PrivatizedIntro_Content;<b>Letter from {{0=NAME}} - <i>9 February, 1892. Romania.</i></b><br /><br />I will keep this letter brief - as brief as I can. You are aware that brevity is not my strongest suit. However, it is August, the ink struggles to dry in the humidity, and my mind is set on complicated things. Perhaps it would be more amiable to pen this missive in my own blood, cold as I am perceived to be by the inhabitants of this gray, lifeless city. It would certainly bring a little more color to it.<br /><br />You are probably interested in matters of business, and it is going exceedingly well, or so I hear - I struggle to keep the figures in my head. I, and regrettably my good cousins, whom I love dearly, have invested directly in the town's well-being and now own a substantial portion of the commercial district. It appears that my parent's investments have paid off handsomely.<br /><br />News of the day: The Asylum Project, which I believe was misguided from the beginning, has become a more intriguing source of labor. It is not that I believe that rehabilitation of the deviant mindset is impossible, it simply requires a more aggressive therapy than they were willing to indulge. With our unmediated assistance and the endorsement of the state, a prison is a more versatile testing ground.<br /><br />And I - I am doing well. It disconcerts me. My studies continue with great passion that consumes me more than anything I have ever known. Even the dismal fog that looms across this bleak valley fills me with a solemn peace. Yet it is that same calm which causes my unease.<br /><br />I must work quickly, as I feel something unseen watches, waiting to emerge from the shadows. I cannot have destiny torn from my grasp just when I reach the pinnacle!
PrivatetoJail_Title;Asylum Deteriorated
PrivatetoJail_Content;{{0=LETTER}}<br /><br />I have just returned from a visit to the Asylum, or as they now refer to it, the {{1=TOWN}} Jail{{2=?| under Count Vlad III Dracula's stewardship}}. Hastily built brick structures house hundreds of unfortunate wretches, deviants, and criminals alike, their mental afflictions varied and jumbled together. The grounds are in stark disrepair, and upon visitation, the noxious odors of unwashed and decaying flesh, human excrement, and drugged patients shackled to their bedding permeated throughout the complex.<br /><br />Needless to say, I feel little remorse in utilizing this ghastly place as a continued testing ground. Perhaps it would even improve the inmates' quality of life to know that their involuntary assistance will advance science forever.
PrivateInvestors_Title;Investment Dividends
PrivateInvestors_Content;{{0=JOURNAL}}<br /><br />Finances: Investments in {{1=TOWN}} by my parents have matured. I now own a substantial entrepreneurial stake in the village.<br /><br />I note this because I find it peculiar. Most of my family's investments are diversified amongst various trading interests in the Mediterranean, a very common theme even if I find it terribly dull. This new portfolio will directly increase my coffers. I pray it is the stimulus I need to advance my work more swiftly.
PrivateCountCure_Title;A Debt Repaid
PrivateCountCure_Content;<b>Letter from {{0=NAME}} - <i>1 April, 1892. Romania.</i></b><br /><br />An ominous note appeared at my bedside table just the other day. It was written in precise calligraphy on thick pearl paper pressed with an intricate filigree at the edges. "The debt has been repaid," it stated in bright red ink. That very same morning, I felt a dull ache and subsequently discovered two blemishes upon my neck, like mosquito bites, one above the other spaced about five centimeters apart.<br /><br />Ever since, I have felt reinvigorated - strong of heart and pure of will. I find myself in a more talkative mood, and when I speak, people listen more intently. My accent has become slightly more pronounced, and I struggle to pronounce my W's correctly.<br /><br />What a curious blessing!
PrivateHomeTile_Title;For Private Use
PrivateHomeTile_Content;<b>Letter from {{0=NAME}} - <i>{{1=DATE}}</i></b><br /><br />Due to the arrival of a strange package that included only a brass key placed upon a ruby silk pillow, I have just discovered a peculiar investment that my parents made. It appears I own a second home within this region.<br /><br />It is not surprising that they would purchase a vacation home. But a retreat that is only a dozen miles ride away?
PrivateCountYesNo_Title;Investment
PrivateCountYesNo_Content;{{0=LETTER}}<br /><br />The Count returned this afternoon to make good on his promise of investment opportunities to our family. I noted how strange it was that my brief recollections of him as a child proved to be spot on. While my parents had passed, the Count seemed to have never aged a single day. The benefits of a healthy disposition and good living, I suppose.
PrivateRewardSignIn_Title;The Horror of Existence
PrivateRewardSignIn_Content;<b>Journal Entry: <i>name illegible</i></b><br /><br />I have indulged my darker side, pressed forward beyond my capacities and burned bridges with all my scientific colleagues. The day has come to meet with {{0=WARDEN}}. I am ready to receive my hideous reward.
PrivateReward_Title;Junkyard Scrap
PrivateReward_Content;<b>Journal Entry: {{0=NAME}} - <i>{{1=DATE}}</i></b><br /><br />"What a joy it is to see your soul laid bare," {{2=WARDEN}} said to me while gazing out a nearby window in the broken mess hall. The iron grate on the opening had been torn from the concrete and left mangled and exposed to the elements. It cast a twisted shadow across the stone floor. "I see that you are a monster by nature. And one cannot be blamed for simply following one's natural impulses."<br /><br />I was stunned by the insinuation, but as {{2=WARDEN}} raised {{3=?|her cleaver into the air and pointed it in my direction, I kept my objection to myself. She continued.|his hammer and pounded it into his open palm, I remained silent. He continued.}} "Your fate is sealed and you are not to be forgiven, but you will be rewarded for what I have seen. And I will remember."<br /><br />It was then that I was offered a choice that I did not expect and pondered on my carriage ride home. This patronizing generosity vexed me, but the words echoed in my mind.<br /><br />Had I truly become a monster? Or was {{2=WARDEN}} correct? Had I always been?
JunkPalaceSignIn_Title;A Palace of Scraps
JunkPalaceSignIn_Content;<b>Letter from <i>name illegible</i></b><br /><br />{{2=|Let me tell you of the day I ventured to the center of {{0=TOWN}} and met with {{1=WARDEN}}. Though I will spare you the gory details of the horrors I witnessed upon my arrival.|The grounds of the old jail appeared even more imposing than they had been when the inmates were enclosed inside its iron walls. I made sure that my visit to {{0=TOWN}} was brief, but with delinquent eyes upon me and obscene messages written on the walls in crude scarlet streaks, it was certainly not made short enough.|As I arrived at the steps of the Junk Palace, I was greeted by a rough guard wearing an apron fashioned with protective scraps of steel. "Nice to meat you," the man who introduced himself as Grinder said. "I have no beef with you." And so I gained entrance to this decaying institution where the walls fall to pieces and metal springs from the Earth.}}
JunkPalace_Title;A Plan Revealed
JunkPalace_Content;The guards of the Junk Palace will only speak to the one who walked through its gate.
JunkPalaceReveal_Title;An Unwelcome Feast
JunkPalaceReveal_Content;I was ushered into a large concrete area where previously inmates would have received time for exercise. {{0=WARDEN}} had prepared a hideous outdoor feast on a long table fashioned with a stained tablecloth and chairs cobbled together from copper scraps and animal hides. Piles of indeterminate cuts of meat were arranged on large metal platters and charred to varying degrees.<br /><br />"It is good that you dine with me today, for I wish you to know the fate I have in store for you." {{1=|The misfit wasteland followers laughed from behind grinning teeth adorned with shreds of meat stuck between the gaps.|The table creaked as the motley crew surrounding it banged their gloved fists on the surface. I observed as what appeared to be an eyeball, caramelized with grill marks, fell to the floor and rolled away.}}<br /><br /><b>The penalty for not reaching the end of the <icon=Creepy_Icon> Track:</b><br /><br />{{2=|Lose <b>5VP</b>.|Discard a Vanity Estate Upgrade from your Estate if possible.}}
JunkPalaceMeet1_Title;The Meeting at the Junk Palace
JunkPalaceMeet1_Content;<b>Letter from {{0=NAME}} - <i>{{1=DATE}}</i></b><br /><br />{{3=?|{{2=WARDEN}} stood and wiped her lips, and unceremoniously spit upon the floor. She bid me follow her to a portion of the jail where a large section of the second floor had collapsed and we could look out over the perverted land, its dismal cracks and ruddy mires stretching out for nearly a kilometer.|{{2=WARDEN}} stood up from the table where he had been enjoying a feast and crudely wiped his lips on his stained apron. He took me aside to speak privately. As privately as we could, being surrounded by three of his most loyal followers. They carried makeshift weapons with barbed wire wrapped around cudgeled ends and wore a similar thick apron to his own.}}<br /><br />{{2=WARDEN}} spoke. "Since you have finally come down from your perch, I will reward you with an offer. For a minor sum, I will make sure your reputation around here is indisputable."<br /><br />As you no doubt have realized from the dramatic retelling of this meeting that I have offered, I was skeptical of that tone. "I assure you, I will spread knowledge of your experiments. All of Transylvania will fear you - at least, more than they already do. I want them to <i>hate</i> you as I do."
JunkPalaceMeetb_Title;Resolution
JunkPalaceMeetb_Content;<b>Letter from {{0=NAME}} - <i>{{1=DATE}}</i></b><br /><br />I was anxious to leave this desolate place, so when {{2=WARDEN}} nodded towards the exit, I sprang quickly at the opportunity and left at a brisk pace.<br /><br />{{3=?|As I walked, {{2=WARDEN}} pointed to a large individual who remained concealed in the shadows. The Creature noticed our attention and disappeared from view. "Your family could not help that poor creature, so I have not and will not reveal to you what will befall if you do not impress me <i>(reach the end of the <icon=Creepy_Icon> Track)</i>. But <b>if you do not reach the end, there will be a penalty</b>. It is best you do not find out what."<br /><br />}}{{2=WARDEN}} honored their word and I received the encouragement I had chosen.
JailEventA_Title;Hostile Takeover
JailEventA_Content;{{0=LETTER}}<br /><br />If this letter reaches you, I urge you to delay any potential visit to this cursed village indefinitely! The lunatics have taken over the Asylum, quite literally.<br /><br />Chaos! Utter chaos is the only way to describe the ensuing rebellion which has driven out the residents of {{1=TOWN}} and left a distorted landscape tattered in its wake. The inmates, sickened by their squalid conditions and driven deeper into madness, have reclaimed this bucolic village and transformed it into their own rusted wasteland. Oh my reckless ambitions! I have doomed this land to an apocalyptic fate.<br /><br />Even now, the rivers run red with blood and acid mine drainage. How wrong I was to assume this exploitative business would be the end of things! Am I cursed to forever suffer for my family's hubris?
JailEvent1_Title;The Escape
JailEvent1_Content;<b>Letter from {{0=NAME}} - <i>(Cont.)</i></b><br /><br />I met with their leader just days previous, through coercive means I assure you. There I was, forced to mingle with criminals and rust-covered sociopaths in coveralls, bruised and thrust upon the steps of the prison, or what they now call the Junk Palace.<br /><br />{{2=?|A man stepped forward to the cheers of a throng of miscreants. The man was strong and rough with a ruddy complexion, a broad, square jaw, and a beard separated by deep scars along his cheeks. He wore a thick apron with one shoulder strap ripped at the seams. The front was covered in dark stains, and by his confident stride, he seemed to revel in its uncleanliness. In his gloved hand, he held a hammer which dripped with a red substance that also stained his fingers.|A woman stepped forward to the cheers of a throng of miscreants. Her hair was cropped shorter than a bob, dark and wild with a sheen of oil. It framed her angular face and draped over a black eye-patch that covered her left eye. She wore a thick apron that was once white, but now stained a dark crimson with fresh droplets of red bespattered across the chest. In her gloved hand, she held a metal cleaver, rusted near the handle, with thick divots in the blade from years of use.}}<br /><br />"They call me {{1=WARDEN}}. Perhaps you remember my family, and how they were ruined by the accusations of hysterical peons so many generations ago. Well now, us unfortunate wretches have taken back what is rightfully ours. I run this town."<br /><br />The aberrant horde roared their approval. The malcontented rabble beat their chests and clattered metal upon metal. {{3=?|I spied a shadowy figure within the Junk Palace, its distorted silhouette framed against the entryway for a moment before disappearing once again. Was this the same creature I had hunted for?}}<br /><br />"I have brought you here because you are useful. But mark my words, {{1=WARDEN}} expects loyalty."
JailEvent1A_Title;Build Me A Warrior
JailEvent1A_Content;<b>Letter from {{0=NAME}} - <i>(Cont.)</i></b><br /><br />While I despised this cretin for their signature treatment of me, I also felt a strange sense of pride that my experiments had been appreciated, even by one so base. {{1=WARDEN}} commanded an authority that I could not help but admire when the fear of immediate death had left me.<br /><br />"You will <b>build a warrior</b> to fight in the arena as will the rest of your kin. The winner will escape with their life. The rusted losers will be ground to dust for all to see on the floor of the Battledome. {{1=WARDEN}} has spoken and so it will be done!"
JailEvent1b_Title;The World is Not the Same
JailEvent1b_Content;<b>Letter from {{0=NAME}} - <i>(Cont.)</i></b><br /><br />And so it is now that I am tolerated while I am still useful. {{1=WARDEN}} demands tribute from me, but this oppressive edict carries with it a freedom to explore all potential scientific avenues without the rigors of academia or the scrutiny of the public. With each visit to the town, I witness sights that stick with me like tar underneath the fingernails.<br /><br />However, the moment my servants enter the town limits, they are harassed by the inhabitants and driven back to the estate for sanctuary. But my loyal caretaker's disposition and appearance meshes exceedingly well with the locals, allowing them to enjoy a new sense of freedom.<br /><br />Perhaps over time this will change, but with the world turned upside down, I suspect some adaptation will be required.<br /><br /><b>New Rules</b><br />You cannot place Servants or Spouse in TOWN until you have <b>reached or exceeded the <icon=AngryMob_Icon></b> Marker.<br /><br />Caretaker pieces can be placed in TOWN.
JailEvent1c_Title;{{0=?|Merciful Heritage|A Sacrifice is Required}}
JailEvent1c_Content;<b>Letter from {{0=NAME}} - <i>(Cont.)</i></b><br /><br />{{3=?|{{1=WARDEN}} has made one exception due to the previous generation and my <b>family's willingness to fund the Asylum</b>. They will continue to honor this pledge of service when we visit the Junk Palace.<br /><br /><b>{{2=ASYLUMUP}} Rule</b><br /><br />When a player with the {{2=ASYLUMUP}} tile visits the Junk Palace, they may activate this ability.|What will I do with this useless addition to my Estate now that the Asylum is no longer in operation? Surely a waste of energy to renovate such a specific extension. Better to dispose of it than to let it decay out of disuse.}}
EndtotheCount_Title;An Abrupt End
EndtotheCount_Content;<b>A Cryptic Letter - <i>Count.</i></b><br /><br />Due to recent events which have wrecked my investments and coated {{0=TOWN}} in a grimy filth, I find myself unable to procure fresh blood, as it were. With the region so tainted, I must renounce my involvement in the proceedings. I feel a deep regret at the suddenness of my departure, but my services are needed elsewhere.<br /><br /><br />Love and Sincere Thanks,<br />Vlad III
JailEvent2_Title;The Tribute Comes Due
JailEvent2_Content;{{0=LETTER}}<br /><br />The years have taught me the shape of {{1=WARDEN}}'s patience, and it is a narrow thing. Every wagon that leaves my gate is counted. Every crate that enters {{2=TOWN}} is opened, weighed, and taxed by hands that smell of iron filings and rendered fat.<br /><br />{{3=?|I have given nothing, and so I am watched more closely than any of my cousins. The Battledome is spoken of in my presence with a relish that I do not care for.|I have given what was asked of me, and for that I am afforded a measure of space. It is not respect. It is the patience one shows a useful animal.}}<br /><br />{{4=?|The Creature is spoken of no longer. Whatever walked the hills has either died or learned to keep to the dark, and the hunters have hung up their lanterns for good.}}<br /><br />The arena is finished. They have raised an iron dome over the old exercise yard and strung the archway with sanguine cloth. There is very little time left to me now, and a great deal of work still to do.
ENTERTHEBATTLEDOME_Title;Enter the Battledome
ENTERTHEBATTLEDOME_Content;{{0=JOURNAL}}<br /><br />The exterior of the iron dome was decorated extensively for the event, with sanguine cloths weaved into the archway at the front gate and a wild jumble of interconnected copper pipes sibilating with pressurized steam. With a loud whistle, the grand aluminium doors pistoned open, revealing the cracked earth of an ovular arena. All around myself and my cousins, the deranged citizens cheered in their strange attire and distorted physiques - begoggled and covered in an imposing mishmash of rusted metal and leather.<br /><br />{{1=WARDEN}} sat on a copper throne at one end, its extensive base crafted from metal scraps.<br /><br />My cousins and I had completed all other tasks. There was only this one final obligation. Before I left this world, I would cover this arena with blood and oil. The battle was on!
WardenStatEntry_Content;{{0=WARDEN}} rose from the copper throne and stepped down onto the cracked earth. The crowd fell entirely silent.<br /><br />"You did not think I would only watch?"<br /><br />{{4=?|Every one of you crawled to me and took what I offered. There is little sport in it now, and my arm is tired.|Not one of you had the stomach to take what I offered. I have kept my strength for this.}}<br /><br /><b>{{0=WARDEN}} enters the arena.</b><br />Agility: <b>{{1=AGI}}</b><br />Strength: <b>{{2=STR}}</b><br />Life: <b>{{3=HIT}}</b>
BattleIntro_Title;The Main Event
BattleIntro_Content;{{0=JOURNAL}}<br /><br />The announcer wheeled into the center of the iron ring on his penny-farthing and spoke into a rusted speaking-trumpet.<br /><br /><b>Presenting your combatants for this evening:</b><br />{{1=NAME_A}}'s {{2=WARRIOR_A}}.<br />{{3=NAME_B}}'s {{4=WARRIOR_B}}.<br />{{10=?|{{5=NAME_C}}'s {{6=WARRIOR_C}}.<br />}}{{11=?|{{7=NAME_D}}'s {{8=WARRIOR_D}}.<br />}}And, descended at last from the copper throne, {{9=WARDEN}}.<br /><br />A sudden hiss of steam burst from the edges of the arena as my warrior took its place on the cracked earth alongside my cousin's. The sound of rusted metal clanging against the cage by the throngs of spectators heralded a stinging trumpet blast. With a final volley of flames, the battle had begun!
BattleStart_Title;Battle!
BattleStart_Content;{{0=ATTACKER}} {{2=|attacks|swings wildly at|rams into|leaps toward|rears back and sends a volley of flames at|jumps into the air and sends a stunning kick towards|extends a spiked set of claws from its closed fist and claws at|headbutts|rips a chunk of iron from the arena foundation and throws it at|delivers a startling open-handed slap to the chest of|builds up a burst of electrical current and charges at|rips a gear from its own arm and sends it slicing through the air at|kicks}} {{1=DEFENDER}}.
BattleStart_Content1;{{0=DEFENDER}} {{2=|is unable to avoid the attack and|absorbs the crushing impact and|spins wildly in the air before kicking up a pile of dust and|skids backwards across the arena as the crowd cringes from the impact and|wobbles and|gushes a liquid dark and sanguine before it|is massively dented by the force of the wild blow and|roars with a sound that rattles the welded corners of the dome and|loses control of its left arm with the gears and well-polished piping dragging along the floor and|crumples to the ground for a moment grasping at its core and}} takes <b>{{1=DMG}} damage</b>!
BattleStart_Content2;{{0=DEFENDER}} {{1=|dodges the attack!|easily avoids the assault with an acrobatic flourish!|slides underneath the attack!|spins to the side unharmed!|ducks under the attack just in time!|is momentarily enveloped in a cloud of gray steam before emerging unharmed!}}
BattleStart_Content3;{{0=DEFENDER}} {{1=|falls to the floor in a heap of metal and oil|explodes, sending shrapnel and boiling water into the crowd|falls over with a loud thud|pirouettes in place dramatically before collapsing|springs a leak in its core, spraying burning hot oil in all directions|raises a metal fist towards the sky before falling to its knees}} and is {{2=|eliminated!|defeated!|out of commission!}}
BattleEnd_Title;The Battle is Over
BattleEnd_Content;<b>{{3=?|A Notice Nailed to the Battledome Gate|{{0=WINNER}}'s Journal}} - <i>11 February, 1923.</i></b><br /><br />{{3=?|{{1=WARRIOR}} stood alone in the turbid pit of blood, oil, and iron. The dome howled for its master, and every household that entered the arena that day left it broken.|{{1=WARRIOR}} emerged from the turbid pit of blood, oil, and iron to be crowned champion that day.}}<br /><br />{{3=?|{{2=WARDEN}} took a slow circuit of the ring, savoring the ruin, and the crowd beat upon the cage until the welds sang. There would be no escape granted, and no mercy shown.|I have struck the images from my mind, but the savage discipline {{2=WARDEN}} afforded to each of my cousins for their failure was as swift as it was sanguinary. With heads literally severed from their households, I will be able to live out my final years in isolated study as the sole living member of this generation. I will relish this victory.}}
LiberalIntro_SubTitle;Acceptance
LiberalIntro_Content;<b>Letter from {{0=...|Oliver|James}} - <i>9 February, 1892. Romania.</i></b><br /><br />I apologize for the tardiness of my reply, but settling the matters of my inheritance has uncovered distressing revelations that haunt my waking hours. It is terrible. And by terrible, I mean decent, cheerful, and painfully dull. People stroll around this inviting town, greet each other with smiles, and share baked goods. Baked goods! How are they so blind to the dark realities of the world? How did we arrive at such an excruciatingly positive conclusion?<br /><br />While other institutions across Europe experienced the ravenous strain of overcrowding, our town's well-funded lunatic asylum proved a luminous model of rehabilitation. Restraints were traded for personal care from the staff and a work release program was expanded for patients eager to assimilate themselves into society once again, with the skills to succeed.<br /><br />It is an interesting concept in theory, but one which we know will only end in folly. When I made a brief visit to the Asylum Program (as they now so boldly call it), they even attempted to evaluate me as if I had been admitted. Apparently, the country has turned to more civilized ways to disenfranchise individuals that they fear - not to mention the additional taxes levied against legitimate entrepreneurs such as myself.<br /><br />Like mighty Atlas, I will accept these heavy charges. While I disagree with their methodology, and the expenses of this progressive approach will certainly be a financial burden, access to skilled labor does appeal to me from an efficiency standpoint, if they have the stomach for it.<br /><br />The days are certainly bright here in the valley, but in the end, this light will only make my family's work shine more brilliantly!
LiberalHomeTile_Title;For Private Use
LiberalHomeTile_Content;<b>Letter from {{0=...|Oliver|James}} - <i>{{1=1 January, 1892.}}</i></b><br /><br />Due to the arrival of a strange package that included only a brass key placed upon a ruby silk pillow, I have just discovered a peculiar investment that my parents made. It appears I own a second home within the region.<br /><br />It is not surprising that they would purchase a vacation home. But a retreat that is only a dozen miles ride away?
LibCountBlessing_Title;A Debt Repaid
LibCountBlessing_Content;<b>Letter from {{0=...|Oliver|James}} - <i>1 April, 1892. Romania.</i></b><br /><br />An ominous note appeared at my bedside table just the other day. It was written in precise calligraphy on thick pearl paper pressed with an intricate filigree at the edges. "The debt has been repaid," it stated in bright red ink. That very same morning, I felt a dull ache and subsequently discovered two blemishes upon my neck, like mosquito bites, one above the other spaced about five centimeters apart.<br /><br />Ever since, I have felt reinvigorated. Strong of heart and pure of will. I find myself in a more talkative mood and when I speak, people listen more intently. My accent has become slightly more pronounced and I struggle to pronounce my W's correctly.<br /><br />What a curious blessing!
LiberalReplace_Title;Understanding and Support
LiberalReplace_Content;<b>Letter from {{0=...|Oliver|James}} - <i>{{1=19 May, 1892. Romania.}}</i></b><br /><br />The town's evolution has been a linear one towards relative peace, and this is in part due to the peace of mind that a mental health institute provides.<br /><br />The Asylum has expanded not only their facilities, but their influence over the hearts and minds of the townsfolk. The former being not very difficult to do, I should say. However, it appears to be in good standing. {{2=?|I believe a Dr. Vlad Dracula has taken over as the head of the Asylum Program. I have heard positive things about him.}}<br /><br />They have even embraced this idea of rehabilitation so fully that they are willing to send anyone for a general checkup when needed. I'm sure our phrenological colleagues might have a laugh at that one. But it is nice to know that the repercussions for pushing the envelope will be less severe.
Expedition1_Title;The Hunt
Expedition1_Content;{{0=<b>Journal Entry</b>}}<br /><br /><b>Expedition {{1=|1|2|3}}:</b> {{2=|The snow-covered landscape and bitter cold made following the trail of the Creature a difficult and time-consuming endeavor.|It took months of preparation, but even as I set out upon this blasted hunt to seek revenge against the abomination, I was not quite sure which way to venture.|A hard journey lay ahead. While my body was weary from the excursion, the hatred in my heart fueled me as I awoke each morning searching for any sign of the Creature's activities.}} However, from the clues I was able to uncover from those I spoke with in the town, I knew that there was a chance. With luck, I would be able to destroy the beast once and for all.
Expedition2_Title;Expedition
Expedition2_Content;Each player counts the number of Hunt tokens <icon=S2_HuntTokenFRONT> they have acquired this round. The player or players who have collected the most Hunt tokens will set off on the expedition. <i>(All players tied for most set off on the expedition together.)</i><br /><br />The players embarking on the expedition now flip their tokens to the reverse side and add up the total number of Clues held by all players on the expedition.
Expedition3_Title;The Expedition Uncovers...
Expedition3_Content;If the number of Clue symbols collected is equal to <b>{{0=5}}</b> or more, the Creature is found and the hunt is a success. Otherwise, the hunt is unsuccessful.<br /><br /><b>Were you successful in finding the Creature?</b>
ExpYes_Title;The Creature is Killed
ExpYes_Content;<b>Journal of <i>name illegible</i></b><br /><br />Success. Oh, if words could adequately describe the crestfallen look on the monstrosity's distorted face as it realized its life was at an end! My servants and I subdued the foul Creature, binding it with rope around its wrists and legs and suspending it upon a felled birch tree with little struggle.<br /><br />Kindled with underbrush and pine needles, I watched as the smoke turned to flame and slowly consumed the monster. First, the frostbitten feet and legs clad in tattered cloth, then the rusted belt-buckle searing through flesh as it fell red-hot into the fire.<br /><br />It did not scream as it expired, nor did it writhe in agony, as if the pain of its own existence had already overwhelmed all possible sensation. It merely stared in my direction with a forlorn look in its eyes, like all the world had forsaken it. I could not bear the sight. I raised my pistol and shot it dead.
ExpNo_Title;The Creature Escapes
