Tag;English_Source
DetEffect1_Content;With increased life also came the unfortunate reality that the human brain was not equipped to process the sheer quantity of trauma and memories over multiple generations. And although the body could remain healthy, the mind was still susceptible to the ravages of time.
DetEffect2_Title;<b>Immortality Deterioration</b>
DetEffect2_Content;Living multiple lifetimes caused those with the gift of immortality to grow weary of human interaction. Over time, they became increasingly callous and detached from the mortal world, viewing their servants and neighbors as mere fleeting tools in a grand, eternal design.
DetEffect3_Title;<b>Immortality Deterioration</b>
DetEffect3_Content;Though the cellular degradation of aging had been halted, the physical vessel still demanded sustenance far beyond that of an ordinary mortal. Their veins burned with a ravenous, unending hunger for fresh vitality to sustain their unnatural longevity.
DetEffect4_Title;<b>Immortality Deterioration</b>
DetEffect4_Content;Eternal life was a fragile miracle. A single miscalculation in the dosage of the serum or a sudden, violent shock to the nervous system could trigger catastrophic cellular collapse—turning an immortal into a prized specimen for their rivals.
DeteriorationHub_Title;<b>Active Immortality Deterioration Effects</b>
DeteriorationHub_Content;{{0=?|<b>Mental Fragility:</b> Players with an Immortality Token move 1 additional space whenever they move forward on the <icon=Insanity_Icon> Track.<br /><br />|}}{{1=?|<b>Emotional Detachment:</b> Players with an Immortality Token move 1 additional space whenever they move forward on the <icon=Creepy_Icon> Track.<br /><br />|}}{{2=?|<b>Unending Hunger:</b> At the start of each round, players with an Immortality Token must pay $2 or move 1 of their Servants to Lost.<br /><br />|}}{{3=?|<b>Cellular Collapse:</b> If a player with an Immortality Token ever reaches the final space of the <icon=Insanity_Icon> Track or is overtaken by the <icon=AngryMob_Icon>, they suffer a fatal cellular collapse.|}}
//====== Shared - Final Scoring & Endings ======;
Scoring_Title;<b>Final Scoring</b>
Scoring_Content;The Third Generation has come to an end. Complete all normal End of Game scoring as described in the rulebook.<br /><br />{{0=?|<b>Lycanthropic Strength Check:</b> Check to make sure the player with <b>Lycanthropic Strength</b> completed their Masterwork. If they did not, they <b>lose 5VP</b>.<br /><br />|}}{{1=?|<b>Immortality Check:</b> Check to make sure the player with <b>Immortality</b> completed their Masterwork. If they did not, they <b>lose 5VP</b>.<br /><br />|}}Once all players have tallied their final scores, click below to record them for posterity.
ScoreEntryP1_Content;Please enter the final score for <b>{{0=...}}</b>:
ScoreEntryP1Confirm_Content;Thank you for recording this important historical information, <b>{{0=...}}</b>.
ScoreEntryP2_Content;Please enter the final score for <b>{{0=...}}</b>:
ScoreEntryP2Confirm_Content;Thank you for recording this important historical information, <b>{{0=...}}</b>.
ScoreEntryP3_Content;Please enter the final score for <b>{{0=...}}</b>:
ScoreEntryP3Confirm_Content;Thank you for recording this important historical information, <b>{{0=...}}</b>.
ScoreEntryP4_Content;Please enter the final score for <b>{{0=...}}</b>:
ScoreEntryP4Confirm_Content;Thank you for recording this important historical information, <b>{{0=...}}</b>.
TieBreakerMasterwork_Title;<b>First Tie-Breaker: Masterwork Completion</b>
TieBreakerMasterwork_Content;There is a tie for first place between: <b>{{0=...}}</b>.<br /><br />Did all tied players complete their Masterwork?
TieBreakerMasterworkSelect_Title;<b>First Tie-Breaker: Select Completed Masterworks</b>
TieBreakerMasterworkSelect_Content;Select the tied players who <b>completed</b> their Masterwork:
TieBreakerUpgrades_Title;<b>Second Tie-Breaker: Estate Upgrades</b>
TieBreakerUpgrades_Content;Which of the remaining tied players built the most <b>Estate Upgrades</b>?
WinnerDisplay_Title;<b>Final Standings</b>
WinnerDisplay_Content;{{0=...}}<br /><br /><b>{{1=...}}</b> is the winner!<br /><br />Click below to reveal the conclusion of your family's story.
END_WolvesEvil1_Title;<b>A Monstrous Legacy</b>
END_WolvesEvil1_Content;In the decades that followed the culmination of <b>{{0=...}}</b>'s grand work, the shadow of the Order of St. Hubertus never truly lifted from the valley of <b>{{1=...}}</b>. Though the worst of the feral curse had been tempered, the alliance forged between scientific ambition and bestial power reshaped the hierarchy of the region forever.<br /><br />Travelers who ventured through the Carpathian foothills spoke in hushed tones of the grand estates overlooking the village, where silver-eyed guardians patrolled the iron gates and strange, howling cries echoed alongside the hum of electrical apparatus.<br /><br /><b>THE END?</b>
END_WolvesEvil2_Title;<b>The Spread of Evil</b>
END_WolvesEvil2_Content;I write these final words under candle-light, from a shelter I have fashioned in the crawl-space beneath the manor. For a desk, a dusty plank of cedar. I try to keep my utensils above the floor which can become musty and dank during my frequent overnight stays: a dull quill, ink, several lengths of charcoal, a ream of parchment. It is no longer safe to sleep in my bed when night falls. The creatures emerge from the shadows to feed on the few souls that still remain, or to irreversibly change them into shambling horrors most unimaginable.<br /><br />To think that my work to uncover the genealogy of a mildly successful scientific family would cause me to become consumed by a maelstrom of spreading evil! It is my hope that when I complete this writing (if I complete this writing), that these words will offer a history to condemn these fools and their complicity with demons. The world must know who is responsible. It must condemn the group who coddled darkness and made a mockery of science!<br /><br />O God, I hear the creatures again! Their malformed claw-tips scratching at the floorboards! Damn them for what they have done! Damn this infernal work. For it has unleashed a plague upon the land of which there can be no end in sight.<br /><br /><b>THE END?</b>
END_HuntersEvil1_Title;<b>Triumph Over the Fraternity</b>
END_HuntersEvil1_Content;With the Fraternity of Hunters exposed and cast down from their seat of power, the village of <b>{{1=...}}</b> breathed a collective sigh of relief—unaware that they had merely traded the tyranny of superstitious zealots for the quiet dominion of <b>{{0=...}}</b>.<br /><br />Unfettered by the Fraternity's extortion and interference, the family's laboratories operated at full capacity. History would remember the exposure of the Hunters' charlatanry as a triumph of rationalism, even as the true nature of the experiments conducted behind the manor walls remained locked in the family archives.<br /><br /><b>THE END?</b>
END_HuntersEvil2_Title;<b>Overshadowed and Exploited</b>
END_HuntersEvil2_Content;While this history may contain a modicum of inconceivable occurrences that stretch the limits of the imagination, it remains a peculiar story relegated to an obscure place and time. It is a mostly forgotten artifact of an era of pseudo-science and speculation that amounted to very little historical significance.<br /><br />For it was not the experimentations of {{0=|two|three|four}} ambitious and incredulous scientists that were remembered, it was the Hunters that amassed fame, wealth, and respect on the backs of the superstitious peasants. The disease that wreaked havoc on the countryside was ignored, recast as a demonic presence from folklore, one that could only be kept at bay through the continued vigilance of the Fraternity of Hunters, which of course came at a great financial cost.<br /><br />Over the next several years, the Fraternity and its members abandoned the town for more lucrative positions within the government. Soon the not-so-secret society became the affluent aristocrats controlling the entirety of the Hungarian political establishment from the shadows. And the family, who once commanded a measure of reverence, were assigned to obscure prefectures of their own across the country.<br /><br />If this story is to be believed, then their knowledge still remains trapped within the decaying walls of stone estates overlooking the forgotten village of <b>{{1=...}}</b>. The work was finally over.<br /><br /><b>THE END?</b>
END_WolvesGood1_Title;<b>Harmony in the Valley</b>
END_WolvesGood1_Content;Through restraint and an unlikely compact with the reformed Order of St. Hubertus, <b>{{0=...}}</b> and the family witnessed the transformation of <b>{{1=...}}</b> into a sanctuary unlike any other in Europe. The hybridized citizens and townsfolk lived side by side in industrious peace, their unique talents fostering an era of ecological and scholarly renewal.<br /><br />Though the family's macabre methods had often tested the patience of their neighbors, the final completion of their grand work cemented their legacy as eccentric visionaries who bridged the divide between humanity and the mysteries of nature.<br /><br /><b>THE END?</b>
END_HunterGood1_Title;<b>Guardians of the Night</b>
END_HunterGood1_Content;Having stood shoulder to shoulder with the Fraternity of Hunters during the blood-moon hunts, <b>{{0=...}}</b> emerged not only as a preeminent scientific mind, but as a celebrated protector of <b>{{1=...}}</b>. With the nocturnal horrors vanquished from the surrounding forests and moors, prosperity returned in full measure to the valley.<br /><br />The fusion of the Fraternity's vigilance and the family's engineering and scientific breakthroughs turned the once-plagued village into a bastion of security and progress.<br /><br /><b>THE END?</b>
END_NoUniGood_Title;<b>A Self-Made Legacy</b>
END_NoUniGood_Content;Denied the prestige of a formal University, <b>{{0=...}}</b> and their cousins proved that true genius requires no institutional validation. Working from their hilltop estates and drawing inspiration from the lively, eccentric spirits of <b>{{1=...}}</b>, the family forged their own path to scientific immortality.<br /><br />The bespoke Masterworks born in those final years defied every convention of the academy, leaving historians to marvel at how such a small Hungarian town became the cradle of wonders that reshaped the modern world.<br /><br /><b>THE END?</b>
END_UniGood_Title;<b>Editor's note - August 1923</b>
END_UniGood_Content;Hello Ensign,<br />I've looked over the manuscript you submitted and I have to admit that it is not what I would have expected. The foreword promises a harrowing and potentially supernatural series of events that test the limits of imagination. However, the story tells a cohesive and somewhat uplifting tale of a family of reformed scientists making the world a better place. I admit that in some cases the means to which this is accomplished is morosely detailed and quite unorthodox, but overall the story seems incomplete.<br /><br />If I may paraphrase: A scientific family enters into the political theater and then assists the Church with charitable donations towards building a hospital. This decision results in prosperity in the region {{0=?|"which is further improved by the generous creation of an unprecedented cure for Yellow Fever." |}}{{1=?|After which, they put on an excellent Symposium that attracts a University to the area. |}}{{2=?|They even create an unintentional vaccine that essentially eliminates all disease from the region. |}}Ultimately, their work is instrumental in catapulting Hungary and <b>{{3=...}}</b> into the international spotlight. It is very uplifting and has a good potential to sell well to the burgeoning educational market in London.<br /><br />Recommendation - alter descriptions in early chapters to reflect a more uplifting tale. Omit horror and supernatural elements. Offer happy ending.<br /><br />I look forward to seeing your revisions.<br /><br /><b>THE END?</b>
//====== Gen 3 - GloomyGothic ======;
GloomyGothic_Title;<b>Darkness Over the Valley</b>
GloomyGothic_SafeAndProtected_Title;<b>Safe and Protected</b>
GloomyGothic_TheHuntersRest_Title;<b>The Hunter's Rest</b>
GloomyGothic_Taxation_Title;<b>Taxation</b>
GloomyGothic_TheHuntIsOn_Title;<b>The Hunt is On!</b>
GloomyGothic_TheHuntersHaven_Title;<b>The Hunter's Haven</b>
GloomyGothic_FinalTaxation_Title;<b>Final Taxation</b>
GloomyGothic_MasterworkCompletion_Title;<b>Masterwork Completion</b>
GloomyGothic_MonsterSpawn_Title;<b>Monster Spawn</b>
GloomyGothic_HybridSchool_Title;<b>School for Hybridized Individuals</b>
GloomyGothic_GiftOfSpawning_Title;<b>Gift of Spawning</b>
GloomyHunterIntro_SubTitle;<b>The Fraternity's Iron Grip</b>
GloomyHunterIntro_Content;Decades after a bloody revolution led by the zealots of the Fraternity of Hunters, your grand estate is a crumbling shadow of its former glory. Now even the name of the town is an unmentionable blasphemy, a vestige of an idyllic past that was consumed by flame along with the witches and heretics the Fraternity executed after its ascent to power.<br /><br />The old traditions are forgotten now, replaced by fear and blind obedience. And while some whisper of a brave group of scientists whose studies have persisted in the dark for generations, most speak only words of the Fraternity's righteous dogma.<br /><br />Through all this, your estate still hovers upon the distant peak and continues in its work - an unwelcome symbol of the persistent nature of knowledge.
GloomyWolvesIntro_SubTitle;<b>Reign of the Order</b>
GloomyWolvesIntro_Content;Since the uprising led by the Order of St. Hubertus during the last generation, the once cozy and idyllic town has changed into a brooding, gothic city. Now even the former name of the town is a distant memory, forgotten after the bloody and primal battle between the Order and the Fraternity of Hunters.<br /><br />Once vibrant traditions have now been replaced by reverence and superstition. Most of the townsfolk keep to themselves behind barred doors while the local scientists continue their dark studies freely. And why would anyone interfere with your experiments when there are beasts lurking in the mist?<br /><br />After all these years, your estate still stands prominently at the peak - an unwelcome reminder of the cost of curiosity.
EvilConsequences_Title;<b>Reaping What Was Sown</b>
EvilConsequences_Content;One crisp morning early in the year, there is a loud knocking upon your laboratory door. An authoritative voice shouts to be let in. The moment your servant opens the door a crack, a tall member of the {{0=?|Fraternity of Hunters|Order of St. Hubertus}} barges in, flanked by two heavily armed associates.<br /><br />"Our group does not remember those who opposed us fondly," the emissary says coldly. Though their faction rose to absolute power in the town, they have not forgotten those members of the family who failed to pledge their loyalty during the secret war of the previous generation.
EvilMayor_Title;<b>Darkness Overtakes the Town</b>
EvilMayor_Content;A dark mood has settled upon the town ever since the bloody conflict ended. Where thriving commerce once surrounded the municipal Bank founded by <b>{{0=...}}</b>, now members of the {{1=| |Fraternity of Hunters|Order of St. Hubertus}} extort steep tariffs from the townsfolk and seize the Bank's reserves to finance their iron rule.<br /><br />Naturally, the family of <b>{{0=...}} III</b> is forced to bear the brunt of this confiscation.
MayorLibraryEvil_Title;<b>The Purge of Reason</b>
MayorLibraryEvil_Content;Before the smoke of the revolution had fully cleared, members of the {{2=?|Fraternity of Hunters|Order of St. Hubertus}} marched down the streets of <b>{{1=...}}</b> with lit torches in hand. Their dark procession ended on the steps of the public Library constructed during the term of <b>{{0=...}}</b>, the former mayor. From the windows, the distinct glow of firelight soon danced in the night.<br /><br />Keenly aware of the threat posed by independent education, the new rulers purged the volumes within, reducing the once great repository of learning to a smoldering ruin and singling out the heir of <b>{{0=...}} III</b> for public humiliation.
LosingOrderAid_Title;{{0=?|<b>The Hunters Cast Out</b>|<b>The Order Cast Out</b>}}
LosingOrderAid_Content;With the {{0=?|Order of St. Hubertus|Fraternity of Hunters}} holding absolute sway over the valley, those cousins who had secretly allied with the rival faction in the previous generation received one last clandestine visit from their defeated benefactors before they fled the region forever.
TaxesEventStart_Title;<b>Oppressive Taxation</b>
TaxesEventStart_Content;With the Fraternity of Hunters firmly in control of the town, their inquisitors waste no time imposing harsh new decrees. A detachment of armed guards arrives at the estate gates, nailing a heavy parchment to the wooden door.<br /><br />By order of the High Inquisitor, all landowners must pay a recurring tithe to fund the Fraternity's ongoing campaigns.
CharityNegCons_Title;<b>Misplaced Charity</b>
CharityNegCons_Content;The Fraternity of Hunters sneered at the charitable legacy of <b>{{0=...}}</b>. In their eyes, coddling the weak and funding public relief had only prolonged the pestilence—and they ensured <b>{{0=...}} III</b> paid dearly for their ancestor's soft heart.
EvilWolvesEventStart_Title;<b>The Order's Demands</b>
EvilWolvesEventStart_Content;Having seized control of the town, the Order of St. Hubertus now operates openly from the shadows of the gothic cathedral. Their emissaries soon pay a visit to the estate on the hill.<br /><br />"Our brothers shed much blood to secure the peace you now enjoy," the pale envoy says with a faint, predatory smile. "The Order requires a steady supply of scientific breakthroughs to maintain our strength. We trust your laboratories will prove... cooperative."
VialCharity_Title;<b>A Token of Gratitude</b>
VialCharity_0_Content;Because the family of <b>{{0=...}}</b> generously donated to charity in the previous generation, a small underground resistance managed to survive the purge. One night, a hooded figure slips through the estate gates of <b>{{0=...}} III</b> and leaves a small wooden box on the doorstep.<br /><br />Inside, resting on a bed of velvet, is a mysterious glowing vial accompanied by a brief note: <i>"Your family's past kindness has not been forgotten. Keep this secret from the others until the time is right."</i>
LycanthropicMessage_Title;<b>A Howl in the Night</b>
LycanthropicMessage_Content;As the full moon rises over the jagged rooftops of the town, an eerie chorus of howls echoes through the mist-shrouded valley. Among the papers left behind by your predecessors, a series of frantic journal entries details a terrifying curse that began taking root in the bloodlines of the town years ago.
LycanthropicMessage_Content1;<br /><br />Does any player have the <b>Lycanthropic Strength</b> Masterwork Experiment?
LycanEvil_Title;<b>The Beast Within</b>
LycanEvil_Content;The journal entries prove all too prophetic. The catalyst for this terrifying transformation now courses through the very streets below the estate, offering unprecedented power to the cousin bold enough to harness it.
MWTokenResolve_Title;<b>The Order's Inspection</b>
MWTokenResolve_Content;Word of your monumental achievement quickly reaches the ears of the Order of St. Hubertus. Before you can even celebrate the completion of your Masterwork, a cadre of dark-robed elders arrives at your laboratory to inspect your stockpiles, suspicious that you have been withholding valuable research from them.
GloomyPenalty1_Title;<b>The Tithe Collector</b>
GloomyPenalty1_Content;As the year draws to a close, the heavy boots of the Fraternity's tax collectors once again echo up the winding path to your estate. With cold efficiency, they tally the value of your holdings and demand an exorbitant sum in gold and research materials to fund their endless inquisitions.
Preposterous_Title;<b>Preposterous!</b>
Preposterous_Content;Watching the inquisitors haul away another crate of hard-earned supplies, the {{0=|two|three|four}} cousins gather in fury. How is the family supposed to complete its great work while these superstitious zealots bleed the estates dry?
EvilHunter1Event_Title;<b>Whispers of Rebellion</b>
EvilHunter1Event_Content;Later that week, in the dimly lit back alleys of <b>{{0=...}}</b>, the cousins are approached by a scarred resistance leader wearing a tattered cloak. Keeping his voice to a hushed whisper, he reveals that a secret cell of townsfolk and scholars is planning to ambush the Fraternity's high command—and they need the family's scientific arsenal to succeed.
EvilHunter1Event2_Title;<b>Weighing the Risks</b>
EvilHunter1Event2_Content;The cousins gather behind locked doors to debate the stranger's dangerous proposal. Supporting an assault against the Fraternity of Hunters could free the town—and your laboratories—from their oppressive taxes once and for all, and allow you to loot their occult vaults. However, it will require a collective sacrifice of experiments during the next round.<br /><br /><b>Do the players agree to confront the Fraternity of Hunters?</b>
EvilHunter1Event2_Content1;<link=0>Yes! We will prepare to confront the Fraternity of Hunters.</link><br /><br /><link=1>No. It is too dangerous to oppose them.</link>
EvilHunter1EventYes_Title;<b>A Pact in the Shadows</b>
EvilHunter1EventYes_Content;Under the cover of darkness, the cousins send word to the resistance cell that they will stand together against the Fraternity. Over the coming years, secret shipments of experimental weapons and compounds must be prepared at the Hunter's Rest for the coming confrontation.
WolvesEvil1_Title;<b>The Order's Tribute</b>
WolvesEvil1_Content;As the winter frost settles over the gothic spires of the town, an emissary of the Order of St. Hubertus arrives at the estate in a black carriage. Stepping into the foyer, he extends a gloved hand and demands that each cousin present a completed experiment to bolster the Order's dark designs.
TieredRewards1_Title;<b>Tribute to the Order</b>
TieredRewards1_Content;"Those who contribute generously to our cause will find the Order most appreciative," the emissary purrs. "Those who refuse... will find that accidents happen all too easily in the night."
HunterConfrontation_Title;<b>The Night of Fire</b>
HunterConfrontation_Content;The appointed night has finally arrived in <b>{{0=...}}</b>. Rain lashes against the cobblestones as the resistance fighters gather in the shadows outside the Fraternity's fortified headquarters. Signal lanterns flash from the bell tower, calling upon the cousins to bring forth the experimental arsenal they pledged to the uprising.
CannotParticipate_Title;<b>Gathering the Arsenal</b>
CannotParticipate_Content;Before the assault begins, any cousin who stored completed Experiments on their Hunter token may now contribute them to the rebellion's war effort—and claim the spoils seized from the Fraternity's vaults.
HunterConf2_Title;<b>Storming the Bastion</b>
HunterConf2_Content;With explosive vials shattering the heavy oak doors, the rebels surge into the courtyard of the Fraternity's bastion! Musket fire illuminates the pouring rain as the inquisitors rally to defend their stronghold.<br /><br />To break through the Fraternity's elite guard, the totalVictory Point value of all Experiments contributed by the family must equal or exceed <b>{{0=...}} VP</b>!
HunterConf3_Title;<b>Clashing in the Courtyard</b>
HunterConf3_Content;Steel rings against steel amidst the mud and smoke as the family's experimental weapons are unleashed upon the bastion.<br /><br /><b>Did the total Victory Point value of the contributed Experiments equal or exceed {{0=...}} VP?</b>
HunterConf3_Content1;<link=0>Yes! Our combined arsenal reached or exceeded {{0=...}} VP.</link><br /><br /><link=1>No. Our forces fell short of {{0=...}} VP.</link>
OhYesTheyDead_Title;<b>The Tyrants Overthrown</b>
OhYesTheyDead_Content;With a final, thunderous blast from your alchemical charges, the inner sanctum breaches! The High Inquisitor and his lieutenants are overwhelmed before they can escape into the catacombs. As dawn breaks over <b>{{0=...}}</b>, the banners of the Fraternity are torn down and burned in the town square.<br /><br />Freed from the suffocating grip of the zealots and their crippling taxes, the cousins return to their laboratories in triumph.
ConfrontationFail_Title;<b>Crushed by the Inquisition</b>
ConfrontationFail_Content;Despite the fierce assault, the Fraternity's defenses hold firm. Reinforcements pour from the barracks, surrounding the rebels in the courtyard. Barely managing to escape through the smoke and chaos, the cousins flee back to their estates as the uprising is ruthlessly crushed—though those who contributed their research still managed to pilfer <b>{{0=...}} VP</b> per donated Experiment from the outer vaults.
TaxesEventNoConfrontation_Title;<b>Unchecked Tyranny</b>
TaxesEventNoConfrontation_Content;Without the support of the estates on the hill, the fledgling resistance movement withered before it could ever strike a blow. Emboldened by the town's complete submission, the Fraternity of Hunters tightened its iron grip.
TaxesEventNoConfrontation2_Title;<b>Bowing to the Inquisitors</b>
TaxesEventNoConfrontation2_Content;The inquisitors march freely through the streets of <b>{{0=...}}</b>, expanding their tithes and patrols across every corner of the valley as the Fraternity's rule remains unchallenged.
WolvesVote_Title;<b>A Secret Conclave</b>
WolvesVote_Content;With the mysterious glowing vial still hidden within the family's reach, the cousins convene a midnight meeting. Preliminary tests confirm that the substance within is a potent alchemical catalyst capable of cleansing the lycanthropic affliction from the valley—or fetching a king's ransom if kept away from the water supply.
WolvesVote2_Title;<b>The Fate of the Vial</b>
WolvesVote2_Content;All players take their Voting tokens into their hands and secretly choose a side:<br /><br />A <b>Yay</b> vote is a vote to <b>use the Vial</b> to cleanse the town.<br />A <b>Nay</b> vote is a vote to <b>withhold the Vial</b> and let the holder sell it.<br /><br />Reveal all votes simultaneously. Did <b>Yay</b> win the vote (at least half of the votes)?
WolvesVote2_Content1;<link=0>Yes, the vote passed to cleanse the town.</link><br /><br /><link=1>No, the vote failed.</link>
WolvesVoteCheck_Title;<b>The Vial Holder's Prerogative</b>
WolvesVoteCheck_Content;Although the family voted to cleanse the town, the cousin who actually holds the Vial Token has the final opportunity to swap the vessel with a harmless decoy before it is poured into the reservoir.<br /><br />Did all players vote unanimously to use the Vial, OR did the holder of the Vial Token vote against it?
WolvesVoteCheck_Content1;<link=0>The Vial holder swapped it or sold it behind the others' backs!</link><br /><br /><link=1>The Vial holder agreed to unleash the cure!</link>
WolvesVoteChange_Title;<b>A Sudden Betrayal</b>
WolvesVoteChange_Content;Under the cover of mist, the true vial was quietly compromised before the waters of <b>{{0=...}}</b> could be fully purified, leaving only a diluted tincture to wash through the town's aqueducts while the remnant was peddled in the shadows.
VialSoldforLess_Title;<b>A Botched Transaction</b>
VialSoldforLess_Content;When the prospective buyer inspected the remaining contents of the vial and realized part of its potency had already been spent cleansing the town, they paid only a fraction of the promised sum before vanishing into the night.
TheVialUse_Title;<b>The Final Decision</b>
TheVialUse_Content;The fate of the glowing vial now rests squarely in the hands of <b>{{0=...}} III</b>.<br /><br /><b>{{0=...}} III</b>, will you pour the Vial into the town's water supply to cleanse the Order's curse, or sell it to the shadows for personal profit?
TheVialUse_Content1;<link=0>Pour the Vial into the aqueducts to cleanse the town.</link><br /><br /><link=1>Sell the Vial for profit and let the Order reign.</link>
VialChanged_Title;<b>Purifying Waters</b>
VialChanged_Content;The alchemical elixir courses through the fountains and wells of <b>{{0=...}}</b>. Over the following weeks, the terrifying howls that once haunted the night sky subside as the feral curse is tempered into a stable, civilized hybridization.
VialSold_Title;<b>Sold to the Shadows</b>
VialSold_Content;Choosing profit and self-preservation over mercy, <b>{{0=...}} III</b> secretly auctions the ancient vial to a wealthy collector. With the only threat to their feral curse removed, the Order of St. Hubertus grows bolder and more monstrous than ever.
WolvesEvil2_Title;<b>The Final Harvest</b>
WolvesEvil2_Content;Flushed with unchecked power, the elders of the Order return to the estates to demand another round of scientific tributes from the cousins.
GloomyPenalty3_Title;<b>The Final Tithe</b>
GloomyPenalty3_Content;Before the final chapter of your family's story concludes, the inquisitors of the Fraternity of Hunters make one last sweep through the estates, seizing a heavy toll in coin and research from every cousin.
AwardSpawningPods_Title;<b>Gifts of the Pack</b>
AwardSpawningPods_Content;{{0=?|Even with their feral curse tempered by the purified waters, the hybridized elders of the Order honor the scientific compact forged with the family, bestowing a final biological gift upon each estate.|In the final days of the era, the monstrous elders of the Order of St. Hubertus reward the family's complicity by granting each laboratory a living Spawning Pod from their cathedral depths.}}
//====== Gen 3 - Prosperity ======;
Prosperity_Title;<b>The Good Fight</b>
Prosperity_MonsterSpawn_Title;<b>MONSTER SPAWN</b>
Prosperity_Acceptance_Title;<b>Acceptance</b>
Prosperity_School_Title;<b>School for Hybridized Individuals</b>
Prosperity_ExperimentsAreFeared_Title;<b>Experiments are Feared</b>
Prosperity_FarmersMarket_Title;<b>Farmer's Market</b>
Prosperity_AngryMob_Title;<icon=StorybookToken> <b>Angry Mob</b>
Prosperity_HuntersHaven_Title;<b>Hunter's Haven</b>
Prosperity_EngineeringAchievement_Title;<b>Engineering Achievement</b>
Prosperity_EndlessHunt_Title;<b>Endless Hunt</b>
Prosperity_ScientificAchievement_Title;<b>Scientific Achievement</b>
ProsperityHunterIntro_SubTitle;<b>The Fraternity of Hunters</b>
ProsperityHunterIntro_Content;The disease had revealed a much deeper evil than the family could have ever expected: An evil ignorance that dwells within the minds of the people. It had not only left the previous generation in shambles, but imbued the townsfolk with a profound, insatiable fear, even as the town returned to relative stability. During the day, the people watched the forests, glimpsing dark shadows flitting between the trees. At night, they steeled themselves against the wailing howls of unseen terrors, dreading that their children would be stolen away from their beds.<br /><br />That was until the Fraternity of Hunters, emboldened by the success of their clandestine operations, emerged from the shadows on the night of a blood red moon. They wore long-tail coats of black, burgundy, and dark leather, a wooden cross hanging either from their necks or dangling from their sides. They clutched crossbows, whips, and daggers freshly glimmering with crimson fluid. Their blood-stained attire and steel-eyed gaze evoked the undaunted presence of ones who had peered into the void and returned forever changed.<br /><br />Their stated goal: to slay every last beast in the land and return those who had unleashed this foul plague back to the depths of hell from whence they came. The Fraternity turned the fear of the populace to their advantage. They fed the superstitions of the people, blaming the sickness and disease on fiendish creatures from the dark.<br /><br />While they did not require monetary compensation in return, what they did ask was much more severe. Their sanguine efforts could not be completed in isolation, so on nights when the blood moon rose high in the evening sky, a handful of townsfolk were chosen to assist the Hunters' party and venture into the unknown. The next morning, the surviving Hunters would return, their garments speckled in the blood of the beasts and holding aloft the severed trophies of monsters slain in the wilderness. It was only a matter of time before they would call upon the family.<br /><br />Perhaps driven by a sense of limited time or jealousy over the Hunters' ability to frighten the townsfolk even moreso than their own actions, the cousins continued their meticulous labors in earnest. However, they were deeply unaware of just how intertwined their fates would be to the Fraternity.
ProsperityWolvesIntro_SubTitle;<b>The Order Revealed</b>
ProsperityWolvesIntro_Content;I will attempt to relay the events as they were explained to me, though I fully understand the solemn repercussions of the unfathomable knowledge contained within this text.<br /><br />Could a period of prosperity emerge like a blooming lily in the shadow of a headstone? Could it thrive in soil so enriched by disease and death? With the evil machinations exposed and banished from the town, the Order of St. Hubertus was quick to answer these questions with reforms that cleared the smog and grayness from the streets. They tilled the fields till the beet flowers sprung from the earth, encouraged trade with nearby towns, and embraced modern conveniences, even so far as to negotiate an extension of the national electrical power grid. The youths, upon returning from university to claim their inheritance, could scarcely recognize the village from their childhood.<br /><br />But, it soon became clear why they were so determined to be accepted and improve their reputation. For one evening, when the blood moon crossed the evening sky, they transformed, revealing the monstrous beings they had kept secret for so many years as the unafflicted in the town looked on in horror.<br /><br />The beasts were real.<br /><br />But the beasts did not recognize their new forms as folly. Though their bodies shifted into monstrosities more animal than man - more wolven, with sharp features, claws, and steel-eyed gazes - they pleaded with the public for compassion. Should we not celebrate that which makes us different? Is it not these differences that allow us to grow stronger together?<br /><br />They believed that every creature was special in their own way and were convinced that reformation could tame the impulses of any creature be it man or beast. And with that hope in their hollow hearts, they endeavored to spread a message of love and acceptance to all humans.<br /><br />O poor, misguided wretches!<br /><br />Had the human inhabitants not suddenly found themselves outnumbered by a den of nightmarish beings, they may have voiced their opposition with violent reprisal. But, with no option to the contrary, the monsters retained their hellish visages and life returned to a semblance of normalcy.<br /><br />That is, until the scientists once again began their work in earnest and attracted the Order's attention.
GoodConsequences_Title;<b>The Consequences of Being Good</b>
GoodConsequences_Content;The sizzle of concentrated electricity, the sounds of agonized screams, the occasional plume of putrid smoke and teeth-rattling explosion, while these sounds were commonplace to hear emanating from the hilltop residences, they were nevertheless an increasing source of tension between the family's important research and the townsfolk. And while their etiquette would never allow them to directly address the issue, the lycanthropic citizens bristled at each frightening experiment all the same.<br /><br />The town was desperate to move forward and they could not stomach the cousins' ambitions, which only served to dredge up the weight of guilt over their tortured pasts.
Evilsforgive_Title;{{0=?|<b>Forgiveness</b>|<b>Still Wary</b>}}
